"id","participant","classtype","subject","trials"
"77","d1f75e15-7068-4be8-820b-e38ac71fcc4f","DemoExperiment","{'guess': 'The magic shape on the left will transform both the shape and color of the shape on the right. ', 'age': '30', 'sex': 'male', 'engagement': '10', 'difficulty': '2', 'feedback': '', 'learningTaskId': 'learn06', 'token': '9MPGSABM', 'date': '2020_01_06', 'time': '09_14_28', 'instructions_duration': 61218, 'task_duration': 151167}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'bd', 'bd', 'bd', 'bd', 'rs', 'rs', 'rs', 'rs', 'rd', 'rd', 'rd', 'rd'], 'recipient': ['yd', 'rc', 'rd', 'yc', 'yd', 'rc', 'rd', 'yc', 'yd', 'rc', 'rd', 'yc', 'yd', 'rc', 'rd'], 'selection': ['bs', 'rs', 'bs', 'bd', 'bd', 'bd', 'bd', 'rs', 'rs', 'rs', 'rs', 'rd', 'rd', 'rd', 'rd'], 'ts': [1578233473437, 1578233482863, 1578233488945, 1578233498591, 1578233506067, 1578233513528, 1578233526020, 1578233536452, 1578233543762, 1578233548624, 1578233553525, 1578233561268, 1578233567283, 1578233572836, 1578233579226], 'clicks': [[{'stone': 'bs', 'timestamp': 1578233473437}], [{'stone': 'rs', 'timestamp': 1578233482863}], [{'stone': 'bs', 'timestamp': 1578233488945}], [{'stone': 'bs', 'timestamp': 1578233495636}, {'stone': 'bd', 'timestamp': 1578233498591}], [{'stone': 'bd', 'timestamp': 1578233506067}], [{'stone': 'bd', 'timestamp': 1578233513528}], [{'stone': 'bd', 'timestamp': 1578233526020}], [{'stone': 'rs', 'timestamp': 1578233536452}], [{'stone': 'rs', 'timestamp': 1578233543762}], [{'stone': 'rs', 'timestamp': 1578233548624}], [{'stone': 'rs', 'timestamp': 1578233553525}], [{'stone': 'rd', 'timestamp': 1578233561268}], [{'stone': 'rd', 'timestamp': 1578233567283}], [{'stone': 'rd', 'timestamp': 1578233572836}], [{'stone': 'rd', 'timestamp': 1578233579226}]]}"
"78","0813e2ca-01dc-4e7a-9723-e2dcb0ddcad5","DemoExperiment","{'guess': 'I think the stone changes the other one to the same color, but a different shape.', 'age': '54', 'sex': 'male', 'engagement': '9', 'difficulty': '5', 'feedback': 'none', 'learningTaskId': 'learn05', 'token': '5ZP03ZRT', 'date': '2020_01_06', 'time': '09_21_04', 'instructions_duration': 303095, 'task_duration': 407746}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'rd', 'rd', 'rd', 'rd', 'yc', 'yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'rc'], 'recipient': ['rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc'], 'selection': ['yc', 'yc', 'yc', 'yc', 'rc', 'ys', 'ys', 'yd', 'yc', 'ys', 'ys', 'rd', 'rd', 'rs', 'rs'], 'ts': [1578233623200, 1578233641992, 1578233683901, 1578233696797, 1578233712829, 1578233728333, 1578233749326, 1578233769918, 1578233790877, 1578233802061, 1578233818772, 1578233839404, 1578233854476, 1578233868169, 1578233886593], 'clicks': [[{'stone': 'yc', 'timestamp': 1578233623200}], [{'stone': 'yc', 'timestamp': 1578233641992}], [{'stone': 'yc', 'timestamp': 1578233683901}], [{'stone': 'yc', 'timestamp': 1578233696797}], [{'stone': 'rc', 'timestamp': 1578233712829}], [{'stone': 'ys', 'timestamp': 1578233728333}], [{'stone': 'ys', 'timestamp': 1578233749326}], [{'stone': 'yd', 'timestamp': 1578233769918}], [{'stone': 'yc', 'timestamp': 1578233790877}], [{'stone': 'ys', 'timestamp': 1578233802061}], [{'stone': 'ys', 'timestamp': 1578233818772}], [{'stone': 'rd', 'timestamp': 1578233839404}], [{'stone': 'rd', 'timestamp': 1578233854476}], [{'stone': 'rs', 'timestamp': 1578233868169}], [{'stone': 'rs', 'timestamp': 1578233886593}]]}"
"79","9f0168cd-6487-44fa-9723-72aefc3fccce","DemoExperiment","{'guess': 'I think squares turn into circles', 'age': '31', 'sex': 'female', 'engagement': '5', 'difficulty': '9', 'feedback': '', 'learningTaskId': 'learn02', 'token': 'P4YMO2UH', 'date': '2020_01_06', 'time': '10_46_42', 'instructions_duration': 94663, 'task_duration': 132406}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'yc', 'yc', 'yc', 'yc', 'bd', 'bd', 'bd', 'bd', 'bc', 'bc', 'bc', 'bc'], 'recipient': ['rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc'], 'selection': ['rs', 'bc', 'bs', 'rc', 'rs', 'bc', 'bs', 'rc', 'rs', 'bc', 'bs', 'rc', 'rs', 'bc', 'bs'], 'ts': [1578235429173, 1578235438509, 1578235444228, 1578235449460, 1578235454548, 1578235460068, 1578235465316, 1578235472476, 1578235478324, 1578235484725, 1578235490140, 1578235498981, 1578235505341, 1578235512053, 1578235518101], 'clicks': [[{'stone': 'rs', 'timestamp': 1578235429173}], [{'stone': 'bc', 'timestamp': 1578235438509}], [{'stone': 'bs', 'timestamp': 1578235444228}], [{'stone': 'rc', 'timestamp': 1578235449460}], [{'stone': 'rs', 'timestamp': 1578235454548}], [{'stone': 'bc', 'timestamp': 1578235460068}], [{'stone': 'bs', 'timestamp': 1578235465316}], [{'stone': 'rc', 'timestamp': 1578235472476}], [{'stone': 'rs', 'timestamp': 1578235478324}], [{'stone': 'bc', 'timestamp': 1578235484724}], [{'stone': 'bs', 'timestamp': 1578235490140}], [{'stone': 'rc', 'timestamp': 1578235498981}], [{'stone': 'rs', 'timestamp': 1578235505341}], [{'stone': 'bc', 'timestamp': 1578235512053}], [{'stone': 'bs', 'timestamp': 1578235518101}]]}"
"80","c6248be5-054e-47c6-a8ef-379ec83d4a47","DemoExperiment","{'guess': 'eventually decided it kept the same color, but switched to the shape of the magic one', 'age': '66', 'sex': 'male', 'engagement': '6', 'difficulty': '5', 'feedback': '', 'learningTaskId': 'learn01', 'token': 'VZQUL4SD', 'date': '2020_01_06', 'time': '10_12_21', 'instructions_duration': 276262, 'task_duration': 332699}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['rs', 'rs', 'rs', 'bs', 'bs', 'bs', 'bs', 'rd', 'rd', 'rd', 'rd', 'bd', 'bd', 'bd', 'bd'], 'recipient': ['bc', 'yd', 'bd', 'yc', 'bc', 'yd', 'bd', 'yc', 'bc', 'yd', 'bd', 'yc', 'bc', 'yd', 'bd'], 'selection': ['bs', 'ys', 'bs', 'ys', 'bs', 'ys', 'bs', 'ys', 'bs', 'yd', 'bd', 'yd', 'bd', 'yd', 'bd'], 'ts': [1578236788122, 1578236829137, 1578236845880, 1578236858634, 1578236880192, 1578236894450, 1578236904944, 1578236918529, 1578236929304, 1578236961173, 1578236978973, 1578236990541, 1578237000284, 1578237018820, 1578237029900], 'clicks': [[{'stone': 'bs', 'timestamp': 1578236788122}], [{'stone': 'ys', 'timestamp': 1578236829137}], [{'stone': 'bs', 'timestamp': 1578236845880}], [{'stone': 'ys', 'timestamp': 1578236858634}], [{'stone': 'bs', 'timestamp': 1578236880192}], [{'stone': 'ys', 'timestamp': 1578236894450}], [{'stone': 'bs', 'timestamp': 1578236904944}], [{'stone': 'ys', 'timestamp': 1578236918529}], [{'stone': 'bs', 'timestamp': 1578236929304}], [{'stone': 'yd', 'timestamp': 1578236961173}], [{'stone': 'bd', 'timestamp': 1578236978973}], [{'stone': 'yd', 'timestamp': 1578236990541}], [{'stone': 'bd', 'timestamp': 1578237000284}], [{'stone': 'yd', 'timestamp': 1578237018820}], [{'stone': 'bd', 'timestamp': 1578237029900}]]}"
"81","d7345ffb-2178-4b13-b4b9-3f6e1f74dff8","DemoExperiment","{'guess': ""The magic shape can change the normal shape's color and size, but only the color will match."", 'age': '40', 'sex': 'female', 'engagement': '5', 'difficulty': '0', 'feedback': '', 'learningTaskId': 'learn05', 'token': 'K1ZZNQS3', 'date': '2020_01_06', 'time': '11_21_01', 'instructions_duration': 187336, 'task_duration': 391322}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'yc', 'yc', 'yc', 'yc', 'rd', 'rd', 'rd', 'rd', 'rc', 'rc', 'rc', 'rc'], 'recipient': ['bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc'], 'selection': ['bc', 'yc', 'ys', 'yc', 'bs', 'yd', 'yd', 'rc', 'bs', 'rc', 'rs', 'rd', 'rs', 'rd', 'rs'], 'ts': [1578240851169, 1578240861995, 1578240892325, 1578240900546, 1578240913204, 1578241017925, 1578241027072, 1578241084772, 1578241094485, 1578241101477, 1578241108168, 1578241118557, 1578241129905, 1578241138820, 1578241146539], 'clicks': [[{'stone': 'bc', 'timestamp': 1578240851169}], [{'stone': 'yc', 'timestamp': 1578240861995}], [{'stone': 'ys', 'timestamp': 1578240892325}], [{'stone': 'yc', 'timestamp': 1578240900546}], [{'stone': 'yc', 'timestamp': 1578240906805}, {'stone': 'bs', 'timestamp': 1578240913204}], [{'stone': 'rd', 'timestamp': 1578241016147}, {'stone': 'yd', 'timestamp': 1578241017925}], [{'stone': 'yd', 'timestamp': 1578241027072}], [{'stone': 'rc', 'timestamp': 1578241084772}], [{'stone': 'bs', 'timestamp': 1578241094485}], [{'stone': 'rc', 'timestamp': 1578241101477}], [{'stone': 'rs', 'timestamp': 1578241108168}], [{'stone': 'rd', 'timestamp': 1578241118557}], [{'stone': 'rs', 'timestamp': 1578241129905}], [{'stone': 'rd', 'timestamp': 1578241138820}], [{'stone': 'rs', 'timestamp': 1578241146539}]]}"
"82","ce7f7255-e9b2-4579-97d6-49c1938be60f","DemoExperiment","{'guess': 'the magic stone changes the regular stone to the same color as the magic stone', 'age': '41', 'sex': 'male', 'engagement': '7', 'difficulty': '2', 'feedback': 'no', 'learningTaskId': 'learn03', 'token': 'B5YQR826', 'date': '2020_01_06', 'time': '15_06_25', 'instructions_duration': 125129, 'task_duration': 200696}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'ys', 'ys', 'ys', 'ys', 'bc', 'bc', 'bc', 'bc', 'yc', 'yc', 'yc', 'yc'], 'recipient': ['yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc'], 'selection': ['bd', 'bc', 'bc', 'yd', 'yd', 'yc', 'yc', 'bd', 'bc', 'bc', 'bc', 'yd', 'yd', 'yc', 'yc'], 'ts': [1578250952245, 1578250966805, 1578250978508, 1578250987385, 1578251000202, 1578251007711, 1578251017370, 1578251028225, 1578251037875, 1578251044863, 1578251051428, 1578251059012, 1578251065724, 1578251071953, 1578251078587], 'clicks': [[{'stone': 'bd', 'timestamp': 1578250952245}], [{'stone': 'bc', 'timestamp': 1578250966805}], [{'stone': 'bc', 'timestamp': 1578250978508}], [{'stone': 'yd', 'timestamp': 1578250987385}], [{'stone': 'yd', 'timestamp': 1578251000202}], [{'stone': 'yc', 'timestamp': 1578251007711}], [{'stone': 'yc', 'timestamp': 1578251017370}], [{'stone': 'bd', 'timestamp': 1578251028225}], [{'stone': 'bc', 'timestamp': 1578251037875}], [{'stone': 'bc', 'timestamp': 1578251044863}], [{'stone': 'bc', 'timestamp': 1578251051428}], [{'stone': 'yd', 'timestamp': 1578251059012}], [{'stone': 'yd', 'timestamp': 1578251065724}], [{'stone': 'yc', 'timestamp': 1578251071953}], [{'stone': 'yc', 'timestamp': 1578251078587}]]}"
"83","349c4a80-1857-4309-9dfe-a321b3103ea5","DemoExperiment","{'guess': 'Magic stones change the color of the normal stones to their colors and change their shapes to circles.', 'age': '35', 'sex': 'female', 'engagement': '8', 'difficulty': '8', 'feedback': '', 'learningTaskId': 'learn05', 'token': 'HI8WNF8V', 'date': '2020_01_06', 'time': '12_47_14', 'instructions_duration': 124689, 'task_duration': 479810}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'yc', 'yc', 'yc', 'yc', 'rd', 'rd', 'rd', 'rd', 'rc', 'rc', 'rc', 'rc'], 'recipient': ['bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc'], 'selection': ['yc', 'yc', 'yc', 'yc', 'yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'rc', 'rc', 'rc', 'rc', 'rc'], 'ts': [1578253179441, 1578253193745, 1578253212367, 1578253223170, 1578253279198, 1578253289007, 1578253304153, 1578253326724, 1578253340394, 1578253354205, 1578253362407, 1578253380105, 1578253392624, 1578253407125, 1578253419562], 'clicks': [[{'stone': 'yc', 'timestamp': 1578253179441}], [{'stone': 'yc', 'timestamp': 1578253193745}], [{'stone': 'yc', 'timestamp': 1578253212367}], [{'stone': 'yc', 'timestamp': 1578253223170}], [{'stone': 'yc', 'timestamp': 1578253279198}], [{'stone': 'yc', 'timestamp': 1578253289007}], [{'stone': 'yc', 'timestamp': 1578253304153}], [{'stone': 'rc', 'timestamp': 1578253326724}], [{'stone': 'rc', 'timestamp': 1578253340394}], [{'stone': 'rc', 'timestamp': 1578253354205}], [{'stone': 'rc', 'timestamp': 1578253362407}], [{'stone': 'rc', 'timestamp': 1578253380105}], [{'stone': 'rc', 'timestamp': 1578253392624}], [{'stone': 'rc', 'timestamp': 1578253407125}], [{'stone': 'rc', 'timestamp': 1578253419562}]]}"
"84","aad549b7-2b4d-47d1-837c-1f97775d421b","DemoExperiment","{'guess': 'The magic stone changed all to the shape it is.', 'age': '44', 'sex': 'female', 'engagement': '8', 'difficulty': '8', 'feedback': 'None', 'learningTaskId': 'learn01', 'token': 'OE0NOGEO', 'date': '2020_01_06', 'time': '18_28_04', 'instructions_duration': 242519, 'task_duration': 390262}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['rs', 'rs', 'rs', 'bs', 'bs', 'bs', 'bs', 'rd', 'rd', 'rd', 'rd', 'bd', 'bd', 'bd', 'bd'], 'recipient': ['bc', 'yd', 'bd', 'yc', 'bc', 'yd', 'bd', 'yc', 'bc', 'yd', 'bd', 'yc', 'bc', 'yd', 'bd'], 'selection': ['bs', 'ys', 'bs', 'ys', 'bs', 'ys', 'bs', 'yd', 'bd', 'yd', 'bd', 'yd', 'bd', 'bd', 'bd'], 'ts': [1578262875133, 1578262888933, 1578262910018, 1578262924120, 1578262938816, 1578262959893, 1578262976403, 1578262993591, 1578263018339, 1578263030893, 1578263078386, 1578263098607, 1578263111071, 1578263124936, 1578263139543], 'clicks': [[{'stone': 'bs', 'timestamp': 1578262875133}], [{'stone': 'ys', 'timestamp': 1578262888933}], [{'stone': 'bs', 'timestamp': 1578262910018}], [{'stone': 'ys', 'timestamp': 1578262924120}], [{'stone': 'bs', 'timestamp': 1578262938816}], [{'stone': 'ys', 'timestamp': 1578262959893}], [{'stone': 'bs', 'timestamp': 1578262976403}], [{'stone': 'yd', 'timestamp': 1578262993591}], [{'stone': 'bd', 'timestamp': 1578263018339}], [{'stone': 'yd', 'timestamp': 1578263030893}], [{'stone': 'bd', 'timestamp': 1578263078386}], [{'stone': 'yd', 'timestamp': 1578263098607}], [{'stone': 'bd', 'timestamp': 1578263111071}], [{'stone': 'bd', 'timestamp': 1578263124936}], [{'stone': 'bd', 'timestamp': 1578263139543}]]}"
"85","a2c2a754-3af1-4d50-801a-65bc4fdf0e4e","DemoExperiment","{'guess': 'The magic stone turns the other stones blue.', 'age': '30', 'sex': 'male', 'engagement': '10', 'difficulty': '5', 'feedback': '', 'learningTaskId': 'learn03', 'token': '2GTTUO9G', 'date': '2020_01_06', 'time': '21_51_30', 'instructions_duration': 898251, 'task_duration': 176571}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'bc', 'bc', 'bc', 'bc', 'ys', 'ys', 'ys', 'ys', 'yc', 'yc', 'yc', 'yc'], 'recipient': ['rc', 'yd', 'yc', 'rd', 'rc', 'yd', 'yc', 'rd', 'rc', 'yd', 'yc', 'rd', 'rc', 'yd', 'yc'], 'selection': ['bd', 'bd', 'bd', 'bd', 'bd', 'bd', 'bc', 'bd', 'bd', 'bd', 'bc', 'bd', 'bd', 'bd', 'bc'], 'ts': [1578286115875, 1578286125056, 1578286131436, 1578286142468, 1578286147602, 1578286153720, 1578286162381, 1578286168930, 1578286174265, 1578286180113, 1578286185789, 1578286192531, 1578286197504, 1578286202704, 1578286211460], 'clicks': [[{'stone': 'bd', 'timestamp': 1578286115875}], [{'stone': 'bd', 'timestamp': 1578286125056}], [{'stone': 'bd', 'timestamp': 1578286131436}], [{'stone': 'bd', 'timestamp': 1578286142468}], [{'stone': 'bd', 'timestamp': 1578286147602}], [{'stone': 'bd', 'timestamp': 1578286153720}], [{'stone': 'bd', 'timestamp': 1578286159698}, {'stone': 'bc', 'timestamp': 1578286162381}], [{'stone': 'bd', 'timestamp': 1578286168930}], [{'stone': 'bd', 'timestamp': 1578286174265}], [{'stone': 'bd', 'timestamp': 1578286180113}], [{'stone': 'bc', 'timestamp': 1578286185789}], [{'stone': 'bd', 'timestamp': 1578286192531}], [{'stone': 'bd', 'timestamp': 1578286197504}], [{'stone': 'bd', 'timestamp': 1578286202704}], [{'stone': 'bd', 'timestamp': 1578286208787}, {'stone': 'bc', 'timestamp': 1578286211460}]]}"
"86","2305394d-0c5e-410a-80c6-33b5244b0696","DemoExperiment","{'guess': 'it changes the color to a random other color', 'age': '52', 'sex': 'male', 'engagement': '10', 'difficulty': '5', 'feedback': 'no', 'learningTaskId': 'learn04', 'token': 'PTOKZ90H', 'date': '2020_01_07', 'time': '12_50_60', 'instructions_duration': 97068, 'task_duration': 186576}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['rc', 'rc', 'rc', 'rd', 'rd', 'rd', 'rd', 'yc', 'yc', 'yc', 'yc', 'yd', 'yd', 'yd', 'yd'], 'recipient': ['bd', 'ys', 'yd', 'bs', 'bd', 'ys', 'yd', 'bs', 'bd', 'ys', 'yd', 'bs', 'bd', 'ys', 'yd'], 'selection': ['yd', 'bs', 'bd', 'ys', 'yd', 'bs', 'bs', 'ys', 'yd', 'bs', 'bd', 'rs', 'yd', 'bs', 'bd'], 'ts': [1578332833941, 1578332848245, 1578332858477, 1578332865985, 1578332875594, 1578332883147, 1578332889752, 1578332896674, 1578332904790, 1578332911960, 1578332920694, 1578332934758, 1578332944068, 1578332961805, 1578332968284], 'clicks': [[{'stone': 'yd', 'timestamp': 1578332833941}], [{'stone': 'bs', 'timestamp': 1578332848245}], [{'stone': 'bd', 'timestamp': 1578332858477}], [{'stone': 'ys', 'timestamp': 1578332865985}], [{'stone': 'yd', 'timestamp': 1578332875594}], [{'stone': 'bs', 'timestamp': 1578332883147}], [{'stone': 'bs', 'timestamp': 1578332889752}], [{'stone': 'ys', 'timestamp': 1578332896674}], [{'stone': 'ys', 'timestamp': 1578332904084}, {'stone': 'yd', 'timestamp': 1578332904790}], [{'stone': 'bs', 'timestamp': 1578332911960}], [{'stone': 'bd', 'timestamp': 1578332920694}], [{'stone': 'rs', 'timestamp': 1578332934758}], [{'stone': 'yd', 'timestamp': 1578332944068}], [{'stone': 'bs', 'timestamp': 1578332961805}], [{'stone': 'bd', 'timestamp': 1578332968284}]]}"
"87","ffbba880-7ebc-41f0-bdee-d2bb848cd2cb","DemoExperiment","{'guess': ""The magic stone removes or adds edges to the shape of the regular rock, depending on the regular rock's starting shape"", 'age': '35', 'sex': 'male', 'engagement': '9', 'difficulty': '8', 'feedback': 'none', 'learningTaskId': 'learn02', 'token': 'BE4E70H1', 'date': '2020_01_07', 'time': '13_54_58', 'instructions_duration': 169935, 'task_duration': 160308}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'yc', 'yc', 'yc', 'yc', 'bd', 'bd', 'bd', 'bd', 'bc', 'bc', 'bc', 'bc'], 'recipient': ['rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc'], 'selection': ['rs', 'bc', 'bs', 'rc', 'rs', 'bc', 'bs', 'rc', 'rs', 'bc', 'bs', 'rc', 'rs', 'bd', 'bs'], 'ts': [1578333093552, 1578333102327, 1578333109623, 1578333115351, 1578333120920, 1578333126618, 1578333132682, 1578333138194, 1578333144299, 1578333149594, 1578333157746, 1578333164250, 1578333170122, 1578333180547, 1578333189740], 'clicks': [[{'stone': 'rs', 'timestamp': 1578333093552}], [{'stone': 'bc', 'timestamp': 1578333102327}], [{'stone': 'bs', 'timestamp': 1578333109623}], [{'stone': 'rc', 'timestamp': 1578333115351}], [{'stone': 'rs', 'timestamp': 1578333120920}], [{'stone': 'bc', 'timestamp': 1578333126618}], [{'stone': 'bs', 'timestamp': 1578333132682}], [{'stone': 'rc', 'timestamp': 1578333138194}], [{'stone': 'rs', 'timestamp': 1578333144299}], [{'stone': 'bc', 'timestamp': 1578333149594}], [{'stone': 'bs', 'timestamp': 1578333157746}], [{'stone': 'rc', 'timestamp': 1578333164250}], [{'stone': 'rs', 'timestamp': 1578333170122}], [{'stone': 'bd', 'timestamp': 1578333180547}], [{'stone': 'bs', 'timestamp': 1578333189740}]]}"
"88","09310434-85f9-4193-a73a-8ff42d9fd956","DemoExperiment","{'guess': ""I have no idea at all. I really can't even answer this as I don't know.  "", 'age': '32', 'sex': 'male', 'engagement': '7', 'difficulty': '10', 'feedback': '', 'learningTaskId': 'learn02', 'token': '46DNM30G', 'date': '2020_01_07', 'time': '10_55_03', 'instructions_duration': 48401, 'task_duration': 290338}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'bd', 'bd', 'bd', 'bd', 'yc', 'yc', 'yc', 'yc', 'bc', 'bc', 'bc', 'bc'], 'recipient': ['bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc'], 'selection': ['bc', 'rd', 'bd', 'rc', 'bc', 'rd', 'bd', 'rd', 'bd', 'rc', 'bc', 'rs', 'bs', 'rc', 'rs'], 'ts': [1578332992207, 1578333006580, 1578333014470, 1578333023601, 1578333031923, 1578333038646, 1578333047279, 1578333069380, 1578333080381, 1578333095142, 1578333108012, 1578333121383, 1578333127048, 1578333133608, 1578333154423], 'clicks': [[{'stone': 'bc', 'timestamp': 1578332992207}], [{'stone': 'rd', 'timestamp': 1578333006580}], [{'stone': 'bd', 'timestamp': 1578333014470}], [{'stone': 'rc', 'timestamp': 1578333023601}], [{'stone': 'bc', 'timestamp': 1578333031923}], [{'stone': 'rd', 'timestamp': 1578333038646}], [{'stone': 'bd', 'timestamp': 1578333047279}], [{'stone': 'rd', 'timestamp': 1578333069380}], [{'stone': 'bd', 'timestamp': 1578333080381}], [{'stone': 'rs', 'timestamp': 1578333086648}, {'stone': 'rc', 'timestamp': 1578333095142}], [{'stone': 'bc', 'timestamp': 1578333108012}], [{'stone': 'rs', 'timestamp': 1578333121383}], [{'stone': 'bs', 'timestamp': 1578333127048}], [{'stone': 'rc', 'timestamp': 1578333133608}], [{'stone': 'rs', 'timestamp': 1578333154423}]]}"
"89","5977d83f-202b-4461-ae31-779fc63f2dc7","DemoExperiment","{'guess': 'Magic shape changes the shape of the regular shape but the color stays the same. If the magic stone is a different shape, it changes the regular one to an unused shape of the same color.', 'age': '58', 'sex': 'male', 'engagement': '8', 'difficulty': '10', 'feedback': '', 'learningTaskId': 'learn02', 'token': 'H9AD0JP6', 'date': '2020_01_07', 'time': '13_56_15', 'instructions_duration': 374414, 'task_duration': 392385}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'yc', 'yc', 'yc', 'yc', 'bd', 'bd', 'bd', 'bd', 'bc', 'bc', 'bc', 'bc'], 'recipient': ['rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc', 'rs', 'rc', 'bs', 'bc'], 'selection': ['rc', 'bc', 'bs', 'rd', 'rd', 'bc', 'bd', 'rc', 'rs', 'bc', 'bs', 'rd', 'rd', 'bd', 'bd'], 'ts': [1578332952208, 1578332969092, 1578333022948, 1578333046788, 1578333064369, 1578333083574, 1578333099347, 1578333114280, 1578333134194, 1578333147134, 1578333159690, 1578333172989, 1578333184925, 1578333198488, 1578333207821], 'clicks': [[{'stone': 'rc', 'timestamp': 1578332952208}], [{'stone': 'bc', 'timestamp': 1578332969092}], [{'stone': 'bs', 'timestamp': 1578333022948}], [{'stone': 'rd', 'timestamp': 1578333046788}], [{'stone': 'rd', 'timestamp': 1578333064369}], [{'stone': 'rs', 'timestamp': 1578333074216}, {'stone': 'bc', 'timestamp': 1578333083574}], [{'stone': 'bd', 'timestamp': 1578333099347}], [{'stone': 'rc', 'timestamp': 1578333114280}], [{'stone': 'rs', 'timestamp': 1578333134194}], [{'stone': 'bc', 'timestamp': 1578333147134}], [{'stone': 'bs', 'timestamp': 1578333159690}], [{'stone': 'rd', 'timestamp': 1578333172989}], [{'stone': 'rd', 'timestamp': 1578333184925}], [{'stone': 'bd', 'timestamp': 1578333198488}], [{'stone': 'bd', 'timestamp': 1578333207821}]]}"
